Path,Objective sense,Problem,Format,Dataset,Best known solution value,Best known bound,TSMA,Certificate path
bettinelli2017/R15/BPPC_3_0_5.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,2214,,2214,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_5.txt_0.2_solution.txt
bettinelli2017/R15/BPPC_3_0_5.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1542,1542,1542,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_5.txt_0.3_solution.txt
bettinelli2017/R15/BPPC_3_0_5.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1208,1208,1208,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_5.txt_0.4_solution.txt
bettinelli2017/R15/BPPC_3_0_5.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,926,926,926,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_5.txt_0.5_solution.txt
bettinelli2017/R15/BPPC_3_0_5.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,790,790,790,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_5.txt_0.6_solution.txt
bettinelli2017/R15/BPPC_3_0_5.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,627,627,627,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_5.txt_0.7_solution.txt
bettinelli2017/R15/BPPC_3_0_5.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,478,478,478,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_5.txt_0.8_solution.txt
bettinelli2017/R15/BPPC_3_0_5.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,370,370,370,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_5.txt_0.9_solution.txt
bettinelli2017/R15/BPPC_3_0_6.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,3768,,3768,
bettinelli2017/R15/BPPC_3_0_6.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,2127,,2118,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_6.txt_0.2_solution.txt
bettinelli2017/R15/BPPC_3_0_6.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1576,1576,1576,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_6.txt_0.3_solution.txt
bettinelli2017/R15/BPPC_3_0_6.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1205,1205,1205,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_6.txt_0.4_solution.txt
bettinelli2017/R15/BPPC_3_0_6.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,954,954,954,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_6.txt_0.5_solution.txt
bettinelli2017/R15/BPPC_3_0_6.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,740,740,740,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_6.txt_0.6_solution.txt
bettinelli2017/R15/BPPC_3_0_6.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,611,611,611,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_6.txt_0.7_solution.txt
bettinelli2017/R15/BPPC_3_0_6.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,485,485,485,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_6.txt_0.8_solution.txt
bettinelli2017/R15/BPPC_3_0_6.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,357,357,357,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_6.txt_0.9_solution.txt
bettinelli2017/R15/BPPC_3_0_7.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,3748,,3748,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_7.txt_0.1_solution.txt
bettinelli2017/R15/BPPC_3_0_7.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,2195,,2195,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_7.txt_0.2_solution.txt
bettinelli2017/R15/BPPC_3_0_7.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1659,1659,1659,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_7.txt_0.3_solution.txt
bettinelli2017/R15/BPPC_3_0_7.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1187,1187,1187,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_7.txt_0.4_solution.txt
bettinelli2017/R15/BPPC_3_0_7.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,896,896,896,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_7.txt_0.5_solution.txt
bettinelli2017/R15/BPPC_3_0_7.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,724,724,724,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_7.txt_0.6_solution.txt
bettinelli2017/R15/BPPC_3_0_7.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,600,600,600,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_7.txt_0.7_solution.txt
bettinelli2017/R15/BPPC_3_0_7.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,548,548,548,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_7.txt_0.8_solution.txt
bettinelli2017/R15/BPPC_3_0_7.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,353,353,353,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_7.txt_0.9_solution.txt
bettinelli2017/R15/BPPC_3_0_8.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,3680,,3680,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_8.txt_0.1_solution.txt
bettinelli2017/R15/BPPC_3_0_8.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,2362,,2362,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_8.txt_0.2_solution.txt
bettinelli2017/R15/BPPC_3_0_8.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1524,1524,1524,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_8.txt_0.3_solution.txt
bettinelli2017/R15/BPPC_3_0_8.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1205,1205,1205,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_8.txt_0.4_solution.txt
bettinelli2017/R15/BPPC_3_0_8.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,939,939,939,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_8.txt_0.5_solution.txt
bettinelli2017/R15/BPPC_3_0_8.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,738,738,738,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_8.txt_0.6_solution.txt
bettinelli2017/R15/BPPC_3_0_8.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,638,638,638,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_8.txt_0.7_solution.txt
bettinelli2017/R15/BPPC_3_0_8.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,511,511,511,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_8.txt_0.8_solution.txt
bettinelli2017/R15/BPPC_3_0_8.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,417,417,417,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_8.txt_0.9_solution.txt
bettinelli2017/R15/BPPC_3_0_9.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,3539,,3539,
bettinelli2017/R15/BPPC_3_0_9.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,2155,,2155,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_9.txt_0.2_solution.txt
bettinelli2017/R15/BPPC_3_0_9.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1633,1633,1633,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_9.txt_0.3_solution.txt
bettinelli2017/R15/BPPC_3_0_9.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1234,1234,1234,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_9.txt_0.4_solution.txt
bettinelli2017/R15/BPPC_3_0_9.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,993,993,993,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_9.txt_0.5_solution.txt
bettinelli2017/R15/BPPC_3_0_9.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,726,726,726,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_9.txt_0.6_solution.txt
bettinelli2017/R15/BPPC_3_0_9.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,630,630,630,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_9.txt_0.7_solution.txt
bettinelli2017/R15/BPPC_3_0_9.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,485,485,485,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_9.txt_0.8_solution.txt
bettinelli2017/R15/BPPC_3_0_9.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,370,370,370,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_9.txt_0.9_solution.txt
bettinelli2017/R15/BPPC_3_0_10.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,3677,,3677,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_10.txt_0.1_solution.txt
bettinelli2017/R15/BPPC_3_0_10.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,2243,,2243,
bettinelli2017/R15/BPPC_3_0_10.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1552,1552,1552,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_10.txt_0.3_solution.txt
bettinelli2017/R15/BPPC_3_0_10.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1187,1187,1187,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_10.txt_0.4_solution.txt
bettinelli2017/R15/BPPC_3_0_10.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,957,957,957,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_10.txt_0.5_solution.txt
bettinelli2017/R15/BPPC_3_0_10.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,758,758,758,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_10.txt_0.6_solution.txt
bettinelli2017/R15/BPPC_3_0_10.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,601,601,601,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_10.txt_0.7_solution.txt
bettinelli2017/R15/BPPC_3_0_10.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,486,486,486,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_10.txt_0.8_solution.txt
bettinelli2017/R15/BPPC_3_0_10.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,373,373,373,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_10.txt_0.9_solution.txt
bettinelli2017/R15/BPPC_4_0_1.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,4427,,4427,
bettinelli2017/R15/BPPC_4_0_1.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,2630,,2630,
bettinelli2017/R15/BPPC_4_0_1.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1840,,1840,
bettinelli2017/R15/BPPC_4_0_1.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1403,,1403,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_1.txt_0.4_solution.txt
bettinelli2017/R15/BPPC_4_0_1.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1170,1170,1170,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_1.txt_0.5_solution.txt
bettinelli2017/R15/BPPC_4_0_1.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,927,927,927,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_1.txt_0.6_solution.txt
bettinelli2017/R15/BPPC_4_0_1.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,715,715,715,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_1.txt_0.7_solution.txt
bettinelli2017/R15/BPPC_4_0_1.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,590,590,590,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_1.txt_0.8_solution.txt
bettinelli2017/R15/BPPC_4_0_1.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,435,435,435,
bettinelli2017/R15/BPPC_4_0_2.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,4563,,4563,
bettinelli2017/R15/BPPC_4_0_2.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,2720,,2720,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_2.txt_0.2_solution.txt
bettinelli2017/R15/BPPC_4_0_2.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1853,,1853,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_2.txt_0.3_solution.txt
bettinelli2017/R15/BPPC_4_0_2.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1426,,1426,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_2.txt_0.4_solution.txt
bettinelli2017/R15/BPPC_4_0_2.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1066,1066,1066,
bettinelli2017/R15/BPPC_4_0_2.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,886,886,886,
bettinelli2017/R15/BPPC_4_0_2.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,704,704,704,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_2.txt_0.7_solution.txt
bettinelli2017/R15/BPPC_4_0_2.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,577,577,577,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_2.txt_0.8_solution.txt
bettinelli2017/R15/BPPC_4_0_2.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,455,455,455,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_2.txt_0.9_solution.txt
bettinelli2017/R15/BPPC_4_0_3.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,4553,,4463,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_3.txt_0.1_solution.txt
bettinelli2017/R15/BPPC_4_0_3.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,2678,,2678,
bettinelli2017/R15/BPPC_4_0_3.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1812,,1812,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_3.txt_0.3_solution.txt
bettinelli2017/R15/BPPC_4_0_3.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1366,,1366,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_3.txt_0.4_solution.txt
bettinelli2017/R15/BPPC_4_0_3.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1052,1052,1052,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_3.txt_0.5_solution.txt
bettinelli2017/R15/BPPC_4_0_3.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,889,889,889,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_3.txt_0.6_solution.txt
bettinelli2017/R15/BPPC_4_0_3.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,747,747,747,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_3.txt_0.7_solution.txt
bettinelli2017/R15/BPPC_4_0_3.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,558,558,558,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_3.txt_0.8_solution.txt
bettinelli2017/R15/BPPC_4_0_3.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,415,415,415,
bettinelli2017/R15/BPPC_4_0_4.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,4591,,4517,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_4.txt_0.1_solution.txt
bettinelli2017/R15/BPPC_4_0_4.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,2684,,2684,
bettinelli2017/R15/BPPC_4_0_4.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1844,,1844,
bettinelli2017/R15/BPPC_4_0_4.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1355,,1355,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_4.txt_0.4_solution.txt
bettinelli2017/R15/BPPC_4_0_4.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1115,1115,1115,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_4.txt_0.5_solution.txt
bettinelli2017/R15/BPPC_4_0_4.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,900,900,900,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_4.txt_0.6_solution.txt
bettinelli2017/R15/BPPC_4_0_4.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,717,717,717,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_4.txt_0.7_solution.txt
bettinelli2017/R15/BPPC_4_0_4.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,574,574,574,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_4.txt_0.8_solution.txt
bettinelli2017/R15/BPPC_4_0_4.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,449,449,449,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_4.txt_0.9_solution.txt
bettinelli2017/R15/BPPC_4_0_5.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,4477,,4477,
bettinelli2017/R15/BPPC_4_0_5.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,2677,,2677,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_5.txt_0.2_solution.txt
bettinelli2017/R15/BPPC_4_0_5.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1842,,1842,
bettinelli2017/R15/BPPC_4_0_5.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1409,,1409,
bettinelli2017/R15/BPPC_4_0_5.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1110,1110,1110,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_5.txt_0.5_solution.txt
bettinelli2017/R15/BPPC_4_0_5.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,875,875,875,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_5.txt_0.6_solution.txt
bettinelli2017/R15/BPPC_4_0_5.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,745,745,745,
bettinelli2017/R15/BPPC_4_0_5.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,536,536,536,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_5.txt_0.8_solution.txt
bettinelli2017/R15/BPPC_4_0_5.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,440,440,440,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_5.txt_0.9_solution.txt
bettinelli2017/R15/BPPC_4_0_6.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,4615,,4615,
bettinelli2017/R15/BPPC_4_0_6.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,2647,,2647,
bettinelli2017/R15/BPPC_4_0_6.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1829,,1829,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_6.txt_0.3_solution.txt
bettinelli2017/R15/BPPC_4_0_6.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1407,,1407,
bettinelli2017/R15/BPPC_4_0_6.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1115,1115,1115,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_6.txt_0.5_solution.txt
bettinelli2017/R15/BPPC_4_0_6.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,907,907,907,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_6.txt_0.6_solution.txt
bettinelli2017/R15/BPPC_4_0_6.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,700,700,700,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_6.txt_0.7_solution.txt
bettinelli2017/R15/BPPC_4_0_6.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,550,550,550,
bettinelli2017/R15/BPPC_4_0_6.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,455,455,455,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_6.txt_0.9_solution.txt
bettinelli2017/R15/BPPC_4_0_7.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,4496,,4430,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_7.txt_0.1_solution.txt
bettinelli2017/R15/BPPC_4_0_7.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,2676,,2676,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_7.txt_0.2_solution.txt
bettinelli2017/R15/BPPC_4_0_7.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1818,,1818,
bettinelli2017/R15/BPPC_4_0_7.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1393,,1393,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_7.txt_0.4_solution.txt
bettinelli2017/R15/BPPC_4_0_7.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1126,1126,1126,
bettinelli2017/R15/BPPC_4_0_7.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,873,873,873,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_7.txt_0.6_solution.txt
bettinelli2017/R15/BPPC_4_0_7.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,711,711,711,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_7.txt_0.7_solution.txt
bettinelli2017/R15/BPPC_4_0_7.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,587,587,587,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_7.txt_0.8_solution.txt
bettinelli2017/R15/BPPC_4_0_7.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,424,424,424,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_7.txt_0.9_solution.txt
bettinelli2017/R15/BPPC_4_0_8.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,4478,,4419,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_8.txt_0.1_solution.txt
bettinelli2017/R15/BPPC_4_0_8.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,2719,,2719,
bettinelli2017/R15/BPPC_4_0_8.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1949,,1949,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_8.txt_0.3_solution.txt
bettinelli2017/R15/BPPC_4_0_8.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1358,,1358,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_8.txt_0.4_solution.txt
bettinelli2017/R15/BPPC_4_0_8.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1077,1077,1077,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_8.txt_0.5_solution.txt
bettinelli2017/R15/BPPC_4_0_8.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,894,894,894,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_8.txt_0.6_solution.txt
bettinelli2017/R15/BPPC_4_0_8.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,692,692,692,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_8.txt_0.7_solution.txt
bettinelli2017/R15/BPPC_4_0_8.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,600,600,600,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_8.txt_0.8_solution.txt
bettinelli2017/R15/BPPC_4_0_8.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,405,405,405,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_8.txt_0.9_solution.txt
bettinelli2017/R15/BPPC_4_0_9.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,4617,,4497,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_9.txt_0.1_solution.txt
bettinelli2017/R15/BPPC_4_0_9.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,2625,,2625,
bettinelli2017/R15/BPPC_4_0_9.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1797,,1797,
bettinelli2017/R15/BPPC_4_0_9.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1398,,1398,
bettinelli2017/R15/BPPC_4_0_9.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1116,1116,1116,
bettinelli2017/R15/BPPC_4_0_9.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,884,884,884,certificates/bettinelli2017/bettinelli2017/R15/BPPC_4_0_9.txt_0.6_solution.txt
